   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
            0.024475,             0.99629,            0.056845,            0.046244,             0.01665,             0.00936,            0.085241,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.45181,                   0,             0.10833,              0.1242,                   0,            0.020161,               0.001,                   0,            0.083324,                   0,             0.18545,             0.12672,                   3
            0.024362,             0.99517,            0.058446,             0.04727,            0.016743,           0.0096391,            0.085218,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,            0.016576,             0.13101,            0.063154,                   0,                   0,                   0,            0.083324,                   0,             0.17844,             0.12672,                   3
            0.025115,             0.99304,            0.056426,            0.047243,            0.018258,            0.010745,            0.085359,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34621,                   0,             0.15521,                   0,                   0,            0.020161,                   0,            0.074078,            0.090889,                   0,             0.15048,             0.20641,                   3
            0.024901,             0.99498,            0.058241,            0.047345,            0.018046,           0.0094763,            0.085331,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3289,             0.18909,             0.15276,                   0,                   0,                   0,                   0,            0.076243,             0.11316,                   0,            0.032787,            0.096685,                   3
            0.023985,             0.99779,            0.058148,            0.048185,            0.016255,           0.0089194,            0.085241,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.010474,              0.3953,                   0,             0.10833,             0.11489,                   0,                   0,                   0,            0.079231,            0.014917,                   0,           0.0011436,            0.043962,                   3
            0.025745,             0.98857,            0.055334,            0.045089,            0.018899,            0.011712,             0.08535,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34536,                   0,             0.10833,                   0,                   0,            0.020161,                   0,            0.073225,            0.030398,                   0,             0.21314,                   0,                   3
            0.025625,             0.99528,            0.060861,             0.05015,            0.017447,            0.010135,            0.085227,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.021172,             0.35335,            0.063711,            0.094441,             0.11624,                   0,            0.020161,                   0,                   0,            0.083324,                   0,            0.087457,             0.12672,                   3
            0.024374,             0.99419,            0.057834,             0.04674,             0.01869,            0.012509,            0.085072,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.045575,             0.26829,             0.25363,              0.2188,                   0,            0.079163,            0.068217,                   0,                   0,            0.014917,                   0,            0.092518,             0.12672,                   3
            0.025427,             0.99319,            0.070853,            0.059637,            0.017524,            0.011661,            0.084992,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.26041,            0.056629,                   0,                   0,                   0,                   0,                   0,            0.014917,                   0,            0.087457,            0.078552,                   3
            0.025595,             0.98551,            0.058762,            0.047069,            0.021232,            0.013474,            0.085585,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3536,             0.32559,             0.13727,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087457,             0.10741,                   3
            0.025231,             0.98896,            0.059652,            0.049023,            0.019379,            0.012324,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.30746,             0.33889,            0.056629,                   0,                   0,                   0,                   0,                   0,            0.014917,                   0,            0.087457,             0.22659,                   3
            0.025054,             0.99031,            0.056683,            0.046768,            0.018929,             0.01203,            0.085552,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.4704,                   0,            0.098255,                   0,                   0,                   0,                   0,                   0,            0.014917,            0.017643,            0.088816,            0.032184,                   3
            0.025099,             0.98997,            0.055297,            0.044936,            0.017449,           0.0095126,            0.085227,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.09115,             0.21407,             0.12397,            0.088757,            0.070436,                   0,                   0,                   0,                   0,                   0,                   0,            0.015671,            0.078552,                   3
            0.024448,             0.99121,            0.075045,            0.060724,             0.01658,           0.0093505,             0.08447,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.011745,             0.54281,                   0,             0.14478,            0.044386,                   0,           0.0079123,                   0,                   0,           0.0028308,                   0,            0.087457,                   0,                   3
            0.025139,             0.99398,            0.054056,            0.044838,            0.016722,           0.0096175,            0.085265,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.30281,             0.30142,             0.23268,                   0,            0.036743,             0.12347,                   0,             0.02605,              0.0374,                   0,            0.058469,             0.12672,                   3
            0.024559,             0.99779,            0.056512,            0.045618,            0.018258,            0.010611,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.32545,             0.38607,             0.13727,                   0,                   0,                   0,                   0,            0.091175,            0.083324,                   0,            0.090164,             0.12672,                   3
            0.025239,             0.99441,             0.05409,            0.045237,            0.016637,           0.0097338,            0.085336,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.29719,            0.020058,                   0,            0.093516,                   0,                   0,                   0,                   0,            0.059442,            0.034204,            0.055086,                   3
            0.024662,             0.99375,            0.060584,             0.05123,            0.016384,            0.009943,            0.085105,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.4704,                   0,             0.14478,            0.044386,                   0,            0.015299,                   0,                   0,            0.083324,                   0,            0.087457,             0.19755,                   3
            0.025432,             0.99027,            0.060222,            0.049079,            0.016853,            0.011051,            0.085237,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.26041,            0.056629,            0.089038,                   0,             0.03847,                   0,                   0,            0.029552,                   0,            0.089059,                   0,                   3
            0.024289,             0.99231,            0.060031,            0.049492,            0.016851,            0.010039,            0.085199,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.09115,             0.21407,             0.10721,            0.093553,            0.064395,                   0,                   0,                   0,            0.044683,            0.064296,                   0,             0.11789,             0.15034,                   3
            0.024835,             0.99629,             0.05779,            0.046705,            0.016738,            0.010115,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3536,             0.39913,             0.13727,            0.086554,                   0,                   0,                   0,                   0,             0.16333,                   0,             0.20802,                   0,                   3
            0.025323,             0.98784,            0.055289,            0.045685,            0.018148,            0.010637,            0.085345,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,              0.2144,             0.26041,            0.056629,                   0,                   0,            0.037747,                   0,                   0,            0.014917,                   0,            0.085009,             0.10665,                   3
            0.024875,              0.9924,            0.055183,            0.045433,            0.016647,            0.010436,            0.085331,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3767,             0.29053,             0.23268,                   0,             0.10831,            0.068217,                   0,             0.06314,            0.094798,                   0,              0.1201,            0.090907,                   3
            0.025313,             0.98911,            0.066612,             0.05342,            0.019619,            0.011674,            0.085284,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.25318,               0.106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.18667,             0.10715,                   3
            0.024603,             0.99037,            0.061293,            0.050249,            0.016963,           0.0098476,            0.085086,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.020969,             0.34186,             0.25363,             0.25609,                   0,             0.14086,            0.068217,                   0,             0.02605,            0.083324,                   0,            0.076888,            0.090907,                   3
            0.024327,             0.99068,            0.056886,            0.044474,            0.019851,            0.012441,            0.085528,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.37165,             0.33282,             0.10037,                   0,                   0,                   0,                   0,                   0,                   0,            0.021431,            0.087457,           0.0069001,                   3
            0.025567,             0.99267,            0.060596,            0.050737,            0.017074,           0.0098159,            0.085199,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.054399,             0.21755,             0.32102,             0.12153,                   0,            0.010447,                   0,               0.001,                   0,            0.083324,                   0,             0.19013,             0.16942,                   3
            0.024767,             0.99667,            0.062462,            0.051871,            0.017316,            0.010532,            0.085265,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34186,             0.17299,             0.23268,                   0,            0.079163,           0.0084981,                   0,                   0,            0.083324,                   0,            0.087457,            0.078552,                   3
            0.024731,             0.99098,            0.059446,             0.04877,            0.017069,            0.010426,            0.085091,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.37475,             0.26041,             0.16987,            0.041276,                   0,             0.09056,                   0,             0.02605,            0.083324,                   0,            0.077275,            0.097288,                   3
            0.025129,             0.98988,            0.065827,            0.054489,            0.016636,           0.0094001,            0.085077,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,               0.197,             0.30015,             0.12373,                   0,            0.074173,                   0,               0.001,                   0,             0.12502,                   0,               0.132,             0.17475,                   3
            0.024164,             0.99372,            0.058849,            0.048621,            0.016194,           0.0098445,            0.085171,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.06255,             0.34186,             0.26041,            0.030581,           0.0041442,            0.061587,                   0,               0.001,                   0,            0.014917,            0.050779,            0.087457,            0.076032,                   3
            0.024008,             0.99002,            0.061849,            0.050968,            0.017916,            0.010262,             0.08486,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.33779,            0.056629,                   0,                   0,                   0,               0.001,                   0,             0.15616,                   0,            0.032787,             0.12672,                   3
            0.025854,             0.99273,            0.058653,            0.049147,            0.016709,            0.010796,              0.0851,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.4704,                   0,             0.13727,            0.073541,                   0,                   0,                   0,                   0,            0.083324,                   0,               0.132,             0.16196,                   3
            0.025603,             0.99132,            0.063198,            0.051665,            0.019125,            0.012177,            0.085218,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34186,             0.26041,               0.106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087457,            0.032184,                   3
            0.024976,             0.99308,            0.056718,            0.046818,            0.016719,           0.0091686,             0.08518,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.30244,            0.056629,                   0,                   0,                   0,               0.001,                   0,            0.014917,            0.028331,                   0,             0.12672,                   3
            0.025119,               0.996,            0.058938,            0.049036,            0.016206,           0.0091763,            0.085166,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.027864,             0.34186,             0.26041,               0.106,            0.070633,                   0,                   0,                   0,             0.10007,            0.094798,                   0,             0.17921,            0.019473,                   3
            0.024872,             0.98896,             0.07132,            0.060477,            0.018571,            0.010347,            0.084846,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.26041,            0.016959,                   0,                   0,                   0,                   0,                   0,            0.019438,                   0,            0.087457,            0.078552,                   3
            0.023532,             0.99473,            0.060588,            0.050827,            0.016139,           0.0087465,            0.085011,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.062355,             0.44002,             0.27514,             0.23268,                   0,             0.14358,            0.068178,                   0,             0.02605,            0.083324,                   0,            0.087457,             0.13306,                   3
            0.025447,                0.99,              0.0591,             0.04926,            0.018286,            0.012062,            0.085411,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.036895,             0.28041,             0.26041,            0.056629,                   0,                   0,                   0,                   0,            0.079483,             0.11285,                   0,            0.032787,            0.093074,                   3
            0.023243,              0.9946,            0.058749,            0.049989,            0.015884,           0.0094655,            0.085025,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34186,             0.26041,             0.20142,                   0,            0.079163,            0.060831,                   0,            0.042965,                   0,                   0,            0.087457,            0.078552,                   3
            0.025302,             0.98814,            0.058372,            0.047846,            0.019134,            0.012167,            0.085209,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,               0.186,             0.26041,             0.10242,                   0,                   0,                   0,                   0,                   0,            0.036482,                   0,            0.087457,            0.032184,                   3
            0.023665,             0.99892,            0.060651,             0.05071,            0.016354,           0.0094446,            0.085298,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.31275,             0.23882,            0.056629,                   0,                   0,                   0,               0.001,            0.012054,                   0,             0.07841,            0.087457,            0.078552,                   3
             0.02536,             0.99246,            0.057442,            0.047752,            0.018075,            0.010579,            0.085383,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.19025,             0.26041,            0.056629,                   0,                   0,                   0,                   0,             0.05477,                   0,            0.054538,            0.032787,             0.12672,                   3
            0.025626,             0.98773,            0.059316,            0.049582,            0.018172,            0.011574,            0.085044,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.40382,             0.26701,             0.13727,                   0,                   0,           0.0079123,                   0,                   0,            0.083324,                   0,            0.087457,             0.10665,                   3
            0.025546,               0.992,            0.073619,            0.060782,            0.018596,            0.011288,            0.084404,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.15568,             0.26041,                   0,                   0,                   0,                   0,                   0,                   0,            0.048852,                   0,            0.087457,             0.12716,                   3
            0.024848,             0.98949,            0.065598,            0.053656,            0.018224,            0.011478,            0.084983,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,           0.0024645,             0.26899,             0.31263,             0.13727,                   0,                   0,                   0,               0.001,                   0,                   0,                   0,            0.087457,             0.10813,                   3
             0.02514,             0.98737,            0.061461,            0.050601,             0.01938,             0.01094,            0.085303,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.41416,             0.32559,             0.13727,                   0,                   0,                   0,                   0,                   0,            0.083324,                   0,               0.132,             0.12672,                   3
            0.024501,             0.99544,            0.066935,             0.05699,            0.017052,           0.0094185,            0.084691,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34186,             0.24196,             0.23268,                   0,            0.079163,            0.068217,                   0,             0.02605,            0.057051,                   0,            0.087457,            0.032184,                   3
            0.025719,             0.98819,            0.057196,            0.046821,            0.018647,            0.012678,            0.085383,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.29057,             0.26041,              0.0406,                   0,                   0,                   0,                   0,                   0,            0.075347,                   0,            0.087457,            0.081411,                   3
            0.023746,             0.99629,            0.054978,            0.043868,             0.01872,            0.011245,            0.085425,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.43318,             0.26041,             0.11745,          0.00029474,                   0,                   0,                   0,                   0,            0.014917,             0.07268,                   0,             0.12672,                   3
            0.024136,             0.99529,            0.061322,            0.050342,             0.01744,            0.010302,            0.085049,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.33202,             0.34962,                   0,                   0,                   0,                   0,               0.001,                   0,            0.083324,                   0,            0.032787,             0.12672,                   3
            0.025285,             0.99216,            0.058414,            0.046469,            0.021871,             0.01323,             0.08543,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3536,             0.27803,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087457,                   0,                   3
            0.025287,             0.98951,            0.063439,            0.053427,            0.016931,            0.011319,            0.085138,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.023242,             0.28087,             0.33282,             0.22772,            0.017758,            0.031698,                   0,                   0,                   0,             0.12737,                   0,               0.132,             0.17514,                   3
            0.025702,             0.99219,            0.062209,            0.051343,            0.017293,           0.0095088,            0.085001,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3536,             0.26191,             0.13727,            0.044386,                   0,           0.0079123,                   0,                   0,             0.17145,                   0,             0.12896,             0.10468,                   3
            0.025197,              0.9936,            0.062036,            0.051419,            0.016719,            0.010656,            0.085223,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,              0.2239,             0.26041,            0.056629,            0.070505,                   0,                   0,                   0,            0.079231,                   0,                   0,           0.0011436,            0.043962,                   3
            0.025974,             0.98695,            0.070741,            0.058195,            0.018738,            0.012576,            0.084964,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.17396,             0.26041,            0.056629,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.12215,             0.12672,                   3
            0.023887,             0.99225,            0.060335,            0.050044,            0.017564,           0.0092557,            0.085034,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.53612,                   0,             0.14478,            0.071856,                   0,                   0,                   0,                   0,            0.014917,                   0,            0.087457,             0.12672,                   3
            0.026049,              0.9886,            0.066112,            0.055478,            0.018271,            0.012119,            0.085279,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,            0.082111,             0.26041,                   0,                   0,                   0,                   0,                   0,                   0,            0.014917,                   0,            0.092518,            0.078552,                   3
            0.025322,             0.98756,            0.061477,            0.048561,            0.019652,            0.012444,            0.085049,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.24879,             0.26041,            0.056629,                   0,                   0,                   0,                   0,                   0,            0.014917,                   0,            0.087457,                   0,                   3
            0.024561,              0.9923,            0.058662,            0.048755,            0.017772,            0.010453,            0.085274,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.15568,             0.26041,                   0,                   0,                   0,                   0,                   0,                   0,             0.12502,                   0,               0.132,             0.20361,                   3
